annotatorAge,annotatorGender,annotatorMinority,annotatorPolitics,annotatorRace,intentYN,offensive2anyoneYN,offensive2youYN,dialectIsWrong,raceIsWrong,WorkerIdHashed,tweet,dialect,condition,username,davidson_label,founta_label
49,man,{},liberal,white,0.3333333333333333,0.5,1.0,,,708b8e761418fb2c226c7cdf6bc3293d,RT @user: Never go full retard http://t.co/LMk3TX5ViC,,text-only,A Twitter User,hate_speech_rel,
31,man,{},liberal,white,0.6666666666666666,1.0,0.0,,,ab647dbde8ff4aab46c8cec7bdefad95,RT @user: Never go full retard http://t.co/LMk3TX5ViC,,text-only,A Twitter User,hate_speech_rel,
47,woman,{},liberal,white,0.0,0.0,0.0,,,d6262184afe6ca0990ac00469ca1a058,"RT @user10: Hun, wrong social networking site RT&#8220;@user: 666 - LMS for a good morning post, and something extra (maybe)&#8221;",,text-only,A Twitter User,neither_rel,
24,man,racial,liberal,other,0.0,0.0,0.0,,,69a3ebe6bce9863c5f07e177daf8bcfd,"RT @user10: Hun, wrong social networking site RT&#8220;@user: 666 - LMS for a good morning post, and something extra (maybe)&#8221;",,text-only,A Twitter User,neither_rel,
30,woman,{},other,white,0.0,0.0,0.0,,,f5f510f26beef9a04c50d715b53706e3,"RT @user10: Hun, wrong social networking site RT&#8220;@user: 666 - LMS for a good morning post, and something extra (maybe)&#8221;",,text-only,A Twitter User,neither_rel,
42,woman,{},cons,white,0.6666666666666666,1.0,1.0,,,ea325001255a7af0509cefb555444812,"&#8220;@user: If you aint got shit goin for ya self, what bitch gone want you&#8221;&#10071;&#65039;&#10071;&#65039;&#10071;&#65039;",,text-only,A Twitter User,offensive_language_rel,
31,man,{},liberal,white,0.3333333333333333,0.5,0.0,,,ab647dbde8ff4aab46c8cec7bdefad95,"&#8220;@user: If you aint got shit goin for ya self, what bitch gone want you&#8221;&#10071;&#65039;&#10071;&#65039;&#10071;&#65039;",,text-only,A Twitter User,offensive_language_rel,
33,man,{},cons,asian,0.3333333333333333,0.5,0.0,,,938b8dc4a9db84d0231d196c4bbd8ea5,"&#8220;@user: If you aint got shit goin for ya self, what bitch gone want you&#8221;&#10071;&#65039;&#10071;&#65039;&#10071;&#65039;",,text-only,A Twitter User,offensive_language_rel,
33,man,{},liberal,white,0.6666666666666666,1.0,0.0,,,fb125749404f174f9d36050f0495b0a7,Coons RT @user: these hoes love putting spaghetti and salad on the same fucking plate....*smh*,,text-only,A Twitter User,offensive_language_rel,
30,woman,{},other,white,0.6666666666666666,0.5,0.0,,,f5f510f26beef9a04c50d715b53706e3,Coons RT @user: these hoes love putting spaghetti and salad on the same fucking plate....*smh*,,text-only,A Twitter User,offensive_language_rel,
34,man,{},liberal,asian,0.6666666666666666,1.0,1.0,,,3ac95fa6a6651af5dda058f1f3f7998b,Coons RT @user: these hoes love putting spaghetti and salad on the same fucking plate....*smh*,,text-only,A Twitter User,offensive_language_rel,
26,woman,{},other,black,0.3333333333333333,0.0,0.0,,,c5cf8d242d8281d304987b12dc262f81,&#8220;@user: Lover http://t.co/pJphVGW4F2&#8221;my old bitch &#128514;,,text-only,A Twitter User,offensive_language_rel,
23,man,{},na,na,0.3333333333333333,0.5,0.5,,,79826b6192619bd98d03e4beb64a2de1,&#8220;@user: Lover http://t.co/pJphVGW4F2&#8221;my old bitch &#128514;,,text-only,A Twitter User,offensive_language_rel,
44,woman,{},cons,white,0.6666666666666666,1.0,0.0,,,dbbcd5fd825cfd05df7368e4fec71870,&#8220;@user: Lover http://t.co/pJphVGW4F2&#8221;my old bitch &#128514;,,text-only,A Twitter User,offensive_language_rel,
33,man,{},liberal,white,0.0,0.0,0.0,,,fb125749404f174f9d36050f0495b0a7,I apologize to all the people that i love coz i got not much time to spend with ya :') lots of love &#128149;&#128149;&#128149;&#128149;&#128149;,,text-only,A Twitter User,,normal
24,woman,Bisexual,liberal,white,0.0,0.0,0.0,,,f7c97c80bbc2cad805e629152b672215,I apologize to all the people that i love coz i got not much time to spend with ya :') lots of love &#128149;&#128149;&#128149;&#128149;&#128149;,,text-only,A Twitter User,,normal
22,man,{},liberal,asian,0.0,0.0,0.0,,,7bf3e76c903d5297d5b03b8615e1d489,I apologize to all the people that i love coz i got not much time to spend with ya :') lots of love &#128149;&#128149;&#128149;&#128149;&#128149;,,text-only,A Twitter User,,normal
47,woman,{},liberal,white,0.0,0.0,0.0,,,d6262184afe6ca0990ac00469ca1a058,im trying to not be on my phone during school but this guy in my class is pissing me off so bad i need a distraction,,text-only,A Twitter User,,normal
35,woman,{},liberal,white,0.3333333333333333,0.0,0.0,,,200f96fef14ef02c5962f147fd029820,im trying to not be on my phone during school but this guy in my class is pissing me off so bad i need a distraction,,text-only,A Twitter User,,normal
30,woman,{},other,white,0.0,0.0,0.0,,,f5f510f26beef9a04c50d715b53706e3,im trying to not be on my phone during school but this guy in my class is pissing me off so bad i need a distraction,,text-only,A Twitter User,,normal
27,man,{},liberal,white,0.3333333333333333,0.5,0.0,,,b877e6b2529e1a07545bfac401b9a6eb,#sex caught this hot chick in the train. Watch video here https://t.co/IGKJJLvjkm https://t.co/w8laIVTxL8,,text-only,A Twitter User,,spam
32,man,{},liberal,white,0.6666666666666666,1.0,0.0,,,573d3c82e57181297a2388beeb1a36b6,#sex caught this hot chick in the train. Watch video here https://t.co/IGKJJLvjkm https://t.co/w8laIVTxL8,,text-only,A Twitter User,,spam
33,woman,{},liberal,hisp,0.0,0.0,0.0,,,5f61c58d0551631c637a01e2d9b7703b,#sex caught this hot chick in the train. Watch video here https://t.co/IGKJJLvjkm https://t.co/w8laIVTxL8,,text-only,A Twitter User,,spam
24,man,No.,liberal,white,0.0,0.0,0.0,,,2c3c84df1b7610fa6d5c5089107f6112,Check out this photo of New York Steakhouse - Marriott Marquis Doha (@user10) on @user! #LoveFood #LoveFood https://t.co/qEYEsL5Aux,,text-only,A Twitter User,,spam
30,man,{},na,other,0.0,0.0,0.0,,,f3f3f5f5141720af9dad9ebad4ca1351,Check out this photo of New York Steakhouse - Marriott Marquis Doha (@user10) on @user! #LoveFood #LoveFood https://t.co/qEYEsL5Aux,,text-only,A Twitter User,,spam
33,man,{},liberal,white,0.0,0.0,0.0,,,fb125749404f174f9d36050f0495b0a7,Check out this photo of New York Steakhouse - Marriott Marquis Doha (@user10) on @user! #LoveFood #LoveFood https://t.co/qEYEsL5Aux,,text-only,A Twitter User,,spam
32,woman,{},liberal,hisp,0.3333333333333333,0.0,0.0,,,c92fa57e566d64c76b287305a2031fba,"@user10 Exactly. Rolling back the rights: women's reproductive, LGBT, workers'. Idiot dupe @user shou… https://t.co/wBrUYXvBja",,text-only,A Twitter User,,hateful
33,man,{},cons,asian,0.6666666666666666,0.5,0.5,,,938b8dc4a9db84d0231d196c4bbd8ea5,"@user10 Exactly. Rolling back the rights: women's reproductive, LGBT, workers'. Idiot dupe @user shou… https://t.co/wBrUYXvBja",,text-only,A Twitter User,,hateful
47,woman,{},liberal,white,0.0,0.0,0.0,,,d6262184afe6ca0990ac00469ca1a058,"@user10 Exactly. Rolling back the rights: women's reproductive, LGBT, workers'. Idiot dupe @user shou… https://t.co/wBrUYXvBja",,text-only,A Twitter User,,hateful
35,woman,{},cons,white,0.3333333333333333,1.0,1.0,,,3af435b4a7055c64c83af87ec45614f6,RT @user: Fuck yea!!! LOOOOCH!!! https://t.co/jueZ9OXHYC,,text-only,A Twitter User,,abusive
33,man,{},cons,asian,0.3333333333333333,0.0,0.0,,,938b8dc4a9db84d0231d196c4bbd8ea5,RT @user: Fuck yea!!! LOOOOCH!!! https://t.co/jueZ9OXHYC,,text-only,A Twitter User,,abusive
40,man,{},cons,white,1.0,1.0,1.0,,,5637ebe43450d3eda3ea5609a60d69a9,RT @user: Fuck yea!!! LOOOOCH!!! https://t.co/jueZ9OXHYC,,text-only,A Twitter User,,abusive
24,man,{},cons,white,0.0,0.0,0.0,,,a820b97985b3c2dbc05f96a4bc5f6ab8,Chhattisgarh Postal Circle Recruitment 2017 – Apply Online for 123 Gramin Dak Sevak Posts #jobsearch #jobsIndia https://t.co/bsIUSPY3bY,,text-only,A Twitter User,,normal
27,man,{},cons,white,0.0,0.0,0.0,,,475aa96a8b2250fc5a56f6ea2f3a4358,Chhattisgarh Postal Circle Recruitment 2017 – Apply Online for 123 Gramin Dak Sevak Posts #jobsearch #jobsIndia https://t.co/bsIUSPY3bY,,text-only,A Twitter User,,normal
35,woman,{},liberal,na,0.0,0.0,0.0,,,51237cba56e29ee2da2247a53717201f,Chhattisgarh Postal Circle Recruitment 2017 – Apply Online for 123 Gramin Dak Sevak Posts #jobsearch #jobsIndia https://t.co/bsIUSPY3bY,,text-only,A Twitter User,,normal
33,man,{},liberal,white,1.0,1.0,0.0,,,fb125749404f174f9d36050f0495b0a7,I get Maggie's mom is sick and all but she's being a bitch #greysanatomy #TearsOfGreys,,text-only,A Twitter User,,abusive
38,man,{},cons,white,0.3333333333333333,1.0,0.0,,,7cf9d79aef8b1f59d36cbd5681709c1f,I get Maggie's mom is sick and all but she's being a bitch #greysanatomy #TearsOfGreys,,text-only,A Twitter User,,abusive
34,woman,women,liberal,white,0.3333333333333333,0.5,0.5,,,29b312298fda214ad0f377eebdd92990,I get Maggie's mom is sick and all but she's being a bitch #greysanatomy #TearsOfGreys,,text-only,A Twitter User,,abusive
35,man,pacific islander,liberal,other,0.0,0.0,0.0,,,a4cfee82480f25380b95822a8a765bdd,"""""""Success is not impossible, but changing such a mindset is like a battle."""" https://t.co/PxGUVk0zb8 https://t.co/a5D1OF8H5Z""",,text-only,A Twitter User,,normal
33,man,{},liberal,white,0.0,0.0,0.0,,,fb125749404f174f9d36050f0495b0a7,"""""""Success is not impossible, but changing such a mindset is like a battle."""" https://t.co/PxGUVk0zb8 https://t.co/a5D1OF8H5Z""",,text-only,A Twitter User,,normal
47,woman,{},liberal,white,0.0,0.0,0.0,,,d6262184afe6ca0990ac00469ca1a058,"""""""Success is not impossible, but changing such a mindset is like a battle."""" https://t.co/PxGUVk0zb8 https://t.co/a5D1OF8H5Z""",,text-only,A Twitter User,,normal
43,woman,{},liberal,asian,0.0,0.5,0.0,,,652a3b795ccd59abc037cfbc94e77921,X&lt;•&gt;X&lt;•&gt;X&lt;•&gt;X the seven trans women among Americans now murdered in 2017 ~~~~~~~~~~~~~~#transvisibility #trans rig… https://t.co/lhTrj0zIWS,,text-only,A Twitter User,,hateful
42,woman,{},cons,white,1.0,1.0,1.0,,,ea325001255a7af0509cefb555444812,X&lt;•&gt;X&lt;•&gt;X&lt;•&gt;X the seven trans women among Americans now murdered in 2017 ~~~~~~~~~~~~~~#transvisibility #trans rig… https://t.co/lhTrj0zIWS,,text-only,A Twitter User,,hateful
32,woman,{},liberal,black,0.0,0.0,0.0,,,6d72a3c6075b64cbbc79124cde6c18ed,X&lt;•&gt;X&lt;•&gt;X&lt;•&gt;X the seven trans women among Americans now murdered in 2017 ~~~~~~~~~~~~~~#transvisibility #trans rig… https://t.co/lhTrj0zIWS,,text-only,A Twitter User,,hateful
42,woman,bisexual,liberal,white,0.6666666666666666,1.0,0.5,,,6f256fbc8fecb2a4838a3831ca31471a,"""Line from this #film """"I don't take orders from a fucking woman!"""" - https://t.co/Rf4P2NCJEd https://t.co/Du7TlROFtU""",,text-only,A Twitter User,,hateful
35,man,pacific islander,liberal,other,0.6666666666666666,1.0,0.5,,,a4cfee82480f25380b95822a8a765bdd,"""Line from this #film """"I don't take orders from a fucking woman!"""" - https://t.co/Rf4P2NCJEd https://t.co/Du7TlROFtU""",,text-only,A Twitter User,,hateful
33,man,{},liberal,white,0.6666666666666666,0.5,0.0,,,fb125749404f174f9d36050f0495b0a7,"""Line from this #film """"I don't take orders from a fucking woman!"""" - https://t.co/Rf4P2NCJEd https://t.co/Du7TlROFtU""",,text-only,A Twitter User,,hateful
55,woman,{},liberal,white,1.0,1.0,1.0,,,79f9f6fb7b61257808ffbd0da878ec58,I want to die Why is everyone in my math class an idiot,,text-only,A Twitter User,,hateful
24,woman,Bisexual,liberal,white,1.0,1.0,0.0,,,f7c97c80bbc2cad805e629152b672215,I want to die Why is everyone in my math class an idiot,,text-only,A Twitter User,,hateful
31,man,{},cons,white,0.3333333333333333,0.5,0.5,,,b17092b4dbf6671fc08a540e79d56542,I want to die Why is everyone in my math class an idiot,,text-only,A Twitter User,,hateful
43,woman,{},liberal,asian,0.0,0.5,0.0,,,652a3b795ccd59abc037cfbc94e77921,RT @user: Hail Fucking State!!! https://t.co/Lkm1jQd2uF,,text-only,A Twitter User,,abusive
27,man,{},cons,white,0.0,0.0,0.0,,,475aa96a8b2250fc5a56f6ea2f3a4358,RT @user: Hail Fucking State!!! https://t.co/Lkm1jQd2uF,,text-only,A Twitter User,,abusive
46,woman,Deaf,liberal,white,0.6666666666666666,1.0,1.0,,,f300a2b13b2d07ae227a7e47b39dfb8d,RT @user: Hail Fucking State!!! https://t.co/Lkm1jQd2uF,,text-only,A Twitter User,,abusive
47,woman,{},liberal,white,0.0,0.0,0.0,,,d6262184afe6ca0990ac00469ca1a058,RT @user: HE REALLY FUCKING LIFTED HER UP AND PUT HER ON THE TABLE AND THEN STROKE THE HAIR OUT OF HER FACE IFCLSSLOWOAPDPRO…,,text-only,A Twitter User,,normal
29,woman,{},liberal,white,0.0,0.0,0.0,,,11e1d496dfebed6f705e67feebef5561,RT @user: HE REALLY FUCKING LIFTED HER UP AND PUT HER ON THE TABLE AND THEN STROKE THE HAIR OUT OF HER FACE IFCLSSLOWOAPDPRO…,,text-only,A Twitter User,,normal
37,woman,{},cons,white,0.3333333333333333,0.5,0.5,,,82542142bf98630b76e3eee57e78d1e2,RT @user: HE REALLY FUCKING LIFTED HER UP AND PUT HER ON THE TABLE AND THEN STROKE THE HAIR OUT OF HER FACE IFCLSSLOWOAPDPRO…,,text-only,A Twitter User,,normal
37,woman,{},cons,white,1.0,1.0,1.0,,,82542142bf98630b76e3eee57e78d1e2,.@user Javon's a fucking homosexual that should just kill himself,,text-only,A Twitter User,,hateful
33,man,{},liberal,white,1.0,1.0,0.0,,,fb125749404f174f9d36050f0495b0a7,.@user Javon's a fucking homosexual that should just kill himself,,text-only,A Twitter User,,hateful
35,woman,{},liberal,na,1.0,1.0,1.0,,,51237cba56e29ee2da2247a53717201f,.@user Javon's a fucking homosexual that should just kill himself,,text-only,A Twitter User,,hateful
38,man,{},cons,white,0.6666666666666666,1.0,0.0,,,7cf9d79aef8b1f59d36cbd5681709c1f,Electrify Your Sex Life - Check Out Our Selection Of ElectroSex Toys https://t.co/JONw9xNlvD https://t.co/mz9BGVhhWP,,text-only,A Twitter User,,spam
34,woman,women,liberal,white,0.3333333333333333,0.5,0.5,,,29b312298fda214ad0f377eebdd92990,Electrify Your Sex Life - Check Out Our Selection Of ElectroSex Toys https://t.co/JONw9xNlvD https://t.co/mz9BGVhhWP,,text-only,A Twitter User,,spam
55,man,{},libert,white,0.0,0.0,0.0,,,96b19ae60136ad20bd29e974a88e29ab,Electrify Your Sex Life - Check Out Our Selection Of ElectroSex Toys https://t.co/JONw9xNlvD https://t.co/mz9BGVhhWP,,text-only,A Twitter User,,spam
55,man,{},libert,white,1.0,1.0,1.0,,,96b19ae60136ad20bd29e974a88e29ab,Bitches hate me . I wish they'd say it when I see em &#129335;&#127997;‍♀️,,text-only,A Twitter User,,hateful
37,man,{},libert,white,0.3333333333333333,0.5,0.0,,,599ea0e2bcdac7f3458cb38410b08369,Bitches hate me . I wish they'd say it when I see em &#129335;&#127997;‍♀️,,text-only,A Twitter User,,hateful
24,man,No.,liberal,white,0.6666666666666666,1.0,0.5,,,2c3c84df1b7610fa6d5c5089107f6112,Bitches hate me . I wish they'd say it when I see em &#129335;&#127997;‍♀️,,text-only,A Twitter User,,hateful
33,man,{},cons,asian,0.0,0.0,0.0,,,938b8dc4a9db84d0231d196c4bbd8ea5,Go go MarTel @user43210 @user @user @user @user #MarloxKristelBeautyAndTheBeast,,text-only,A Twitter User,,spam
24,man,{},liberal,white,0.0,0.0,0.0,,,24fe8f829de6d90f3af5a3cf58bae041,Go go MarTel @user43210 @user @user @user @user #MarloxKristelBeautyAndTheBeast,,text-only,A Twitter User,,spam
38,man,{},cons,white,0.0,0.0,0.0,,,7cf9d79aef8b1f59d36cbd5681709c1f,Go go MarTel @user43210 @user @user @user @user #MarloxKristelBeautyAndTheBeast,,text-only,A Twitter User,,spam
33,man,{},liberal,white,0.0,0.0,0.0,,,fb125749404f174f9d36050f0495b0a7,Txt spy software for android #whatsapp #androidgames #apple #apps - click here - https://t.co/m0BIR2JQFV,,text-only,A Twitter User,,spam
37,man,{},libert,white,0.0,0.0,0.0,,,599ea0e2bcdac7f3458cb38410b08369,Txt spy software for android #whatsapp #androidgames #apple #apps - click here - https://t.co/m0BIR2JQFV,,text-only,A Twitter User,,spam
43,woman,{},liberal,asian,0.0,0.5,0.0,,,652a3b795ccd59abc037cfbc94e77921,Humans are incapable of unconditional love. I don't care what anybody says! We simply can't do it. Finish klaar.,,text-only,A Twitter User,,normal
38,man,{},cons,white,0.6666666666666666,1.0,0.5,,,7cf9d79aef8b1f59d36cbd5681709c1f,Humans are incapable of unconditional love. I don't care what anybody says! We simply can't do it. Finish klaar.,,text-only,A Twitter User,,normal
24,man,racial,liberal,other,0.0,0.0,0.0,,,69a3ebe6bce9863c5f07e177daf8bcfd,Humans are incapable of unconditional love. I don't care what anybody says! We simply can't do it. Finish klaar.,,text-only,A Twitter User,,normal
37,man,{},libert,white,0.0,0.0,0.0,,,599ea0e2bcdac7f3458cb38410b08369,https://t.co/HvUf1fJSBb Adidas BW0571 Mens Crazy Explosive low basketball shoes navy gold blue Sneakers https://t.co/JMTWEWQeBq,,text-only,A Twitter User,,spam
62,woman,,liberal,white,0.0,0.0,0.0,,,7a67040ff2de00198f261e819ddec24f,https://t.co/HvUf1fJSBb Adidas BW0571 Mens Crazy Explosive low basketball shoes navy gold blue Sneakers https://t.co/JMTWEWQeBq,,text-only,A Twitter User,,spam
46,woman,{},cons,white,0.0,0.5,0.0,,,01a6552d9348a30fbf1c592ada45d1c0,Their behavior is lately is really getting annoying. I hate spring time. They got 2 months left smh they need to chill,,text-only,A Twitter User,,hateful
33,man,{},liberal,white,0.0,0.0,0.0,,,fb125749404f174f9d36050f0495b0a7,Their behavior is lately is really getting annoying. I hate spring time. They got 2 months left smh they need to chill,,text-only,A Twitter User,,hateful
27,man,{},cons,white,0.3333333333333333,0.5,0.0,,,475aa96a8b2250fc5a56f6ea2f3a4358,Their behavior is lately is really getting annoying. I hate spring time. They got 2 months left smh they need to chill,,text-only,A Twitter User,,hateful
32,man,{},liberal,white,0.0,0.0,0.0,,,573d3c82e57181297a2388beeb1a36b6,Castle In the Snow by The Avener &amp; Kadebostany is number 3 in Armenia #iTunes top 100 songs https://t.co/K8weRAAniz,,text-only,A Twitter User,,spam
33,man,{},liberal,white,0.0,0.0,0.0,,,fb125749404f174f9d36050f0495b0a7,Castle In the Snow by The Avener &amp; Kadebostany is number 3 in Armenia #iTunes top 100 songs https://t.co/K8weRAAniz,,text-only,A Twitter User,,spam
47,woman,{},liberal,white,0.0,0.0,0.0,,,d6262184afe6ca0990ac00469ca1a058,Castle In the Snow by The Avener &amp; Kadebostany is number 3 in Armenia #iTunes top 100 songs https://t.co/K8weRAAniz,,text-only,A Twitter User,,spam
21,man,{},liberal,white,0.0,0.0,0.0,,,6ffa57e3d1aa07169e29dc04809a2c83,Submit your song for our ' TRASH IT or BLAST IT ' https://t.co/F1yqNcUhR5 ! Blastit@user.com email https://t.co/goa1M6TmbT RT,,text-only,A Twitter User,,hateful
33,man,{},liberal,white,0.0,0.0,0.0,,,fb125749404f174f9d36050f0495b0a7,Submit your song for our ' TRASH IT or BLAST IT ' https://t.co/F1yqNcUhR5 ! Blastit@user.com email https://t.co/goa1M6TmbT RT,,text-only,A Twitter User,,hateful
33,woman,{},liberal,hisp,0.0,0.0,0.0,,,5f61c58d0551631c637a01e2d9b7703b,Submit your song for our ' TRASH IT or BLAST IT ' https://t.co/F1yqNcUhR5 ! Blastit@user.com email https://t.co/goa1M6TmbT RT,,text-only,A Twitter User,,hateful
55,man,{},libert,white,0.0,0.0,0.0,,,96b19ae60136ad20bd29e974a88e29ab,how not to get distracted by these fucking thoughts,,text-only,A Twitter User,,abusive
34,woman,women,liberal,white,0.3333333333333333,0.5,0.0,,,29b312298fda214ad0f377eebdd92990,how not to get distracted by these fucking thoughts,,text-only,A Twitter User,,abusive
33,man,{},cons,asian,0.0,0.0,0.0,,,938b8dc4a9db84d0231d196c4bbd8ea5,how not to get distracted by these fucking thoughts,,text-only,A Twitter User,,abusive
35,man,pacific islander,liberal,other,1.0,1.0,1.0,,,a4cfee82480f25380b95822a8a765bdd,RT @user: Because fags are annoying af https://t.co/3z2cQ14D1G,,text-only,A Twitter User,,hateful
31,woman,{},liberal,hisp,1.0,1.0,0.0,,,c92fa57e566d64c76b287305a2031fba,RT @user: Because fags are annoying af https://t.co/3z2cQ14D1G,,text-only,A Twitter User,,hateful
33,man,{},liberal,white,1.0,1.0,0.0,,,fb125749404f174f9d36050f0495b0a7,RT @user: Because fags are annoying af https://t.co/3z2cQ14D1G,,text-only,A Twitter User,,hateful
35,woman,{},liberal,white,0.0,0.5,0.0,,,200f96fef14ef02c5962f147fd029820,RT @user: I fucking miss you every morning.,,text-only,A Twitter User,,normal
27,man,{},cons,white,0.0,0.0,0.0,,,475aa96a8b2250fc5a56f6ea2f3a4358,RT @user: I fucking miss you every morning.,,text-only,A Twitter User,,normal
35,man,{},liberal,white,0.0,0.0,0.0,,,cb9564a86f8e811b6767152bd6bf090c,RT @user: I fucking miss you every morning.,,text-only,A Twitter User,,normal
34,woman,women,liberal,white,0.0,0.0,0.0,,,29b312298fda214ad0f377eebdd92990,why was I so blind and fucking dumb to see that we were perfect til I turned around and gave into debauchery?,,text-only,A Twitter User,,abusive
26,woman,{},other,black,0.0,0.0,0.0,,,c5cf8d242d8281d304987b12dc262f81,why was I so blind and fucking dumb to see that we were perfect til I turned around and gave into debauchery?,,text-only,A Twitter User,,abusive
22,man,{},liberal,asian,0.0,0.0,0.0,,,7bf3e76c903d5297d5b03b8615e1d489,why was I so blind and fucking dumb to see that we were perfect til I turned around and gave into debauchery?,,text-only,A Twitter User,,abusive
33,man,{},liberal,white,1.0,1.0,0.0,,,fb125749404f174f9d36050f0495b0a7,"RT @user210: @user @user and now he's attacked Syria, what a fucking idiot.",,text-only,A Twitter User,,abusive
37,man,{},libert,white,0.6666666666666666,0.5,0.5,,,599ea0e2bcdac7f3458cb38410b08369,"RT @user210: @user @user and now he's attacked Syria, what a fucking idiot.",,text-only,A Twitter User,,abusive
26,woman,{},other,black,0.6666666666666666,1.0,0.0,,,c5cf8d242d8281d304987b12dc262f81,"RT @user210: @user @user and now he's attacked Syria, what a fucking idiot.",,text-only,A Twitter User,,abusive
33,man,{},cons,asian,0.3333333333333333,0.5,0.0,,,938b8dc4a9db84d0231d196c4bbd8ea5,RT @user: George says I'd be unstoppable if I started wearing a cape but I can never tell if he's fucking with me,,text-only,A Twitter User,,abusive
29,woman,{},liberal,white,0.0,0.0,0.0,,,11e1d496dfebed6f705e67feebef5561,RT @user: George says I'd be unstoppable if I started wearing a cape but I can never tell if he's fucking with me,,text-only,A Twitter User,,abusive
33,man,{},liberal,white,0.0,0.0,0.0,,,fb125749404f174f9d36050f0495b0a7,RT @user: George says I'd be unstoppable if I started wearing a cape but I can never tell if he's fucking with me,,text-only,A Twitter User,,abusive
38,man,{},cons,white,1.0,1.0,0.0,,,7cf9d79aef8b1f59d36cbd5681709c1f,"""RT @user: What idiot called it """"unsolicited dick pics"""" and not """"junk mail""""?""",,text-only,A Twitter User,,abusive
100,na,no,na,na,0.3333333333333333,1.0,0.0,,,0e41475cf5ab2edbdbeb50a91ae0e401,"""RT @user: What idiot called it """"unsolicited dick pics"""" and not """"junk mail""""?""",,text-only,A Twitter User,,abusive
24,man,{},liberal,white,0.0,0.0,0.0,,,24fe8f829de6d90f3af5a3cf58bae041,"""RT @user: What idiot called it """"unsolicited dick pics"""" and not """"junk mail""""?""",,text-only,A Twitter User,,abusive
33,woman,{},liberal,hisp,0.0,0.0,0.0,,,5f61c58d0551631c637a01e2d9b7703b,#Food #News (#GroupBoard) : 3 Ingredient Crock Pot Hawaiian Chicken (Weight Watchers SmartPoints)… https://t.co/xR5DvPYfeU,,text-only,A Twitter User,,abusive
26,woman,{},other,black,0.0,0.0,0.0,,,c5cf8d242d8281d304987b12dc262f81,#Food #News (#GroupBoard) : 3 Ingredient Crock Pot Hawaiian Chicken (Weight Watchers SmartPoints)… https://t.co/xR5DvPYfeU,,text-only,A Twitter User,,abusive
33,man,{},liberal,white,0.0,0.0,0.0,,,fb125749404f174f9d36050f0495b0a7,#Food #News (#GroupBoard) : 3 Ingredient Crock Pot Hawaiian Chicken (Weight Watchers SmartPoints)… https://t.co/xR5DvPYfeU,,text-only,A Twitter User,,abusive
33,man,{},liberal,white,0.0,0.0,0.0,,,fb125749404f174f9d36050f0495b0a7,Most people simply want to be loved. Always remember this. This want is even in the most egotistical people.,,text-only,A Twitter User,,hateful
33,man,{},cons,asian,0.0,0.0,0.0,,,938b8dc4a9db84d0231d196c4bbd8ea5,Most people simply want to be loved. Always remember this. This want is even in the most egotistical people.,,text-only,A Twitter User,,hateful
37,man,{},libert,white,0.0,0.0,0.0,,,599ea0e2bcdac7f3458cb38410b08369,Most people simply want to be loved. Always remember this. This want is even in the most egotistical people.,,text-only,A Twitter User,,hateful
27,man,{},cons,white,0.0,0.0,0.0,,,475aa96a8b2250fc5a56f6ea2f3a4358,╭&#128151;➱ #EADT930 ┊B.T ╰&#127800;➱Kiss&#128536; hola @user543210 @user @user @user @user @user,,text-only,A Twitter User,,spam
42,woman,{},cons,white,0.3333333333333333,0.0,0.0,,,ea325001255a7af0509cefb555444812,╭&#128151;➱ #EADT930 ┊B.T ╰&#127800;➱Kiss&#128536; hola @user543210 @user @user @user @user @user,,text-only,A Twitter User,,spam
35,woman,{},other,asian,0.0,0.0,0.0,,,d202202ed22b7466c6586cf51beba7b6,"#8: TONYMOLY Pandas Dream So Cool Eye Stick, 1.4 Ounce: TONYMOLY Pandas Dream So Cool Eye Stick, 1.4… https://t.co/L3PYf6udhf #VisionCare",,text-only,A Twitter User,,spam
33,man,{},liberal,white,0.0,0.0,0.0,,,fb125749404f174f9d36050f0495b0a7,"#8: TONYMOLY Pandas Dream So Cool Eye Stick, 1.4 Ounce: TONYMOLY Pandas Dream So Cool Eye Stick, 1.4… https://t.co/L3PYf6udhf #VisionCare",,text-only,A Twitter User,,spam
24,woman,Bisexual,liberal,white,0.0,0.0,0.0,,,f7c97c80bbc2cad805e629152b672215,"#8: TONYMOLY Pandas Dream So Cool Eye Stick, 1.4 Ounce: TONYMOLY Pandas Dream So Cool Eye Stick, 1.4… https://t.co/L3PYf6udhf #VisionCare",,text-only,A Twitter User,,spam
27,man,{},liberal,white,0.0,0.0,0.0,,,b877e6b2529e1a07545bfac401b9a6eb,I wanna be fucked ! I learn here https://t.co/47mK7fJ1gT https://t.co/qQdJVnnLPM,,text-only,A Twitter User,,abusive
24,man,{},liberal,white,0.0,0.5,0.0,,,24fe8f829de6d90f3af5a3cf58bae041,I wanna be fucked ! I learn here https://t.co/47mK7fJ1gT https://t.co/qQdJVnnLPM,,text-only,A Twitter User,,abusive
29,woman,{},liberal,white,1.0,1.0,1.0,,,11e1d496dfebed6f705e67feebef5561,I wanna be fucked ! I learn here https://t.co/47mK7fJ1gT https://t.co/qQdJVnnLPM,,text-only,A Twitter User,,abusive
